,Unnamed: 0,year,zipcode,ZRI,lat,lon
99,130116.0,2018.0,11233,2364.0,40.678302,-73.91993599999998
100,130117.0,2018.0,11234,2283.0,40.606436,-73.909725
101,130118.0,2018.0,11235,2410.0,40.583949,-73.949096
102,130119.0,2018.0,11236,2245.0,40.639413,-73.900664
103,130120.0,2018.0,11237,2515.0,40.70416,-73.921139
104,130121.0,2018.0,11238,2791.0,40.679169,-73.9638
105,130122.0,2018.0,11354,2510.0,40.768213,-73.827392
106,130123.0,2018.0,11355,2525.0,40.751463,-73.820996
107,130124.0,2018.0,11356,2308.0,40.784923,-73.841548
108,130125.0,2018.0,11357,2533.0,40.785129,-73.810037
109,130126.0,2018.0,11358,2562.0,40.760473,-73.796373
110,130127.0,2018.0,11360,2766.0,40.780348,-73.781548
111,130128.0,2018.0,11361,2615.0,40.764191,-73.772775
112,130129.0,2018.0,11362,2828.0,40.756632,-73.735333
113,130130.0,2018.0,11363,2883.0,40.772348,-73.74629200000003
114,130131.0,2018.0,11364,2732.0,40.745294,-73.760583
115,130132.0,2018.0,11365,2656.0,40.739634,-73.79449
116,130133.0,2018.0,11366,2854.0,40.728157,-73.78501700000002
117,130134.0,2018.0,11367,2536.0,40.730145,-73.82703000000002
118,130135.0,2018.0,11368,2343.0,40.749737,-73.853045
119,130136.0,2018.0,11369,2309.0,40.763445,-73.872334
120,130137.0,2018.0,11370,2322.0,40.765393,-73.893191
121,130138.0,2018.0,11372,2383.0,40.751675,-73.883666
122,130139.0,2018.0,11373,2407.0,40.738843,-73.878539
123,130140.0,2018.0,11374,2525.0,40.726467,-73.861515
124,130141.0,2018.0,11375,2849.0,40.720963,-73.84614
125,130142.0,2018.0,11377,2370.0,40.74482,-73.90516099999998
126,130143.0,2018.0,11378,2357.0,40.724744,-73.909639
127,130144.0,2018.0,11379,2402.0,40.716753,-73.879598
128,130145.0,2018.0,11385,2304.0,40.700647,-73.889423
129,130146.0,2018.0,11411,2325.0,40.694025,-73.736223
130,130147.0,2018.0,11412,2249.0,40.698096,-73.75899
131,130148.0,2018.0,11413,2244.0,40.67117,-73.752063
132,130149.0,2018.0,11414,2246.0,40.657604,-73.84480400000002
133,130150.0,2018.0,11415,2356.0,40.70789600000001,-73.82829699999998
134,130151.0,2018.0,11416,2251.0,40.684625,-73.849582
135,130152.0,2018.0,11417,2237.0,40.676434,-73.84446700000002
136,130153.0,2018.0,11418,2263.0,40.700203,-73.836012
137,130154.0,2018.0,11419,2228.0,40.688638,-73.822942
138,130155.0,2018.0,11420,2220.0,40.673563,-73.817829
139,130156.0,2018.0,11421,2252.0,40.694062,-73.858626
140,130157.0,2018.0,11422,2254.0,40.660065,-73.736012
141,130158.0,2018.0,11423,2317.0,40.715608,-73.768493
142,130159.0,2018.0,11426,2438.0,40.736462,-73.722359
143,130160.0,2018.0,11427,2421.0,40.730918,-73.745621
144,130161.0,2018.0,11428,2284.0,40.72100800000001,-73.742257
145,130162.0,2018.0,11429,2254.0,40.709781,-73.738733
146,130163.0,2018.0,11432,2614.0,40.715359,-73.793072
147,130164.0,2018.0,11433,2203.0,40.698151,-73.786912
148,130165.0,2018.0,11434,2202.0,40.676808,-73.776425
149,130166.0,2018.0,11435,2244.0,40.701225,-73.809635
150,130167.0,2018.0,11436,2157.0,40.675818,-73.796661
151,130202.0,2018.0,11691,2177.0,40.601261,-73.761646
152,130203.0,2018.0,11692,2086.0,40.594154,-73.791986
153,130204.0,2018.0,11693,2092.0,40.590916,-73.809715
154,130205.0,2018.0,11694,2399.0,40.57827,-73.844762
155,,,10015,,,
156,,,10020,,,
157,,,10037,,,
158,,,10041,,,
159,,,10044,,,
160,,,10045,,,
161,,,10048,,,
162,,,10055,,,
163,,,10060,,,
164,,,10069,,,
165,,,10090,,,
166,,,10095,,,
167,,,10098,,,
168,,,10099,,,
169,,,10103,,,
170,,,10104,,,
171,,,10105,,,
172,,,10106,,,
173,,,10107,,,
174,,,10110,,,
175,,,10111,,,
176,,,10112,,,
177,,,10115,,,
178,,,10118,,,
179,,,10119,,,
180,,,10120,,,
181,,,10121,,,
182,,,10122,,,
183,,,10123,,,
184,,,10151,,,
185,,,10152,,,
186,,,10153,,,
187,,,10154,,,
188,,,10155,,,
189,,,10158,,,
190,,,10161,,,
191,,,10162,,,
192,,,10165,,,
193,,,10166,,,
194,,,10167,,,
195,,,10168,,,
196,,,10169,,,
197,,,10170,,,
198,,,10171,,,
199,,,10172,,,
200,,,10173,,,
201,,,10174,,,
202,,,10175,,,
203,,,10176,,,
204,,,10177,,,
205,,,10178,,,
206,,,10199,,,
207,,,10270,,,
208,,,10271,,,
209,,,10278,,,
210,,,10279,,,
211,,,10280,,,
212,,,10281,,,
213,,,10282,,,
214,,,10311,,,
215,,,10452,,,
216,,,10453,,,
217,,,10454,,,
218,,,10455,,,
219,,,10458,,,
220,,,10460,,,
221,,,10468,,,
222,,,10471,,,
223,,,10472,,,
224,,,10474,,,
225,,,10475,,,
226,,,11109,,,
227,,,11239,,,
228,,,11241,,,
229,,,11242,,,
230,,,11243,,,
231,,,11249,,,
232,,,11252,,,
233,,,11256,,,
234,,,11351,,,
235,,,11359,,,
236,,,11371,,,
237,,,11430,,,
238,,,11697,,,
